category_id,category_name,metric,omitted_event,n_events_used,median_delta,sign
22,Wheel-to-wheel,all,2024_Bahrain_GP,9,0.022126796683962547,1
22,Wheel-to-wheel,all,2024_Italy_GP,9,0.014831804281345565,1
22,Wheel-to-wheel,all,2024_LasVegas_GP,9,0.022126796683962547,1
22,Wheel-to-wheel,all,2024_Qatar_GP,9,0.014831804281345565,1
22,Wheel-to-wheel,all,2024_SaoPaulo_GP,9,0.014831804281345565,1
22,Wheel-to-wheel,all,2025_Belgium_GP,9,0.022126796683962547,1
22,Wheel-to-wheel,all,2025_Japan_GP,9,0.022126796683962547,1
22,Wheel-to-wheel,assigned,2023_Australia_GP,9,0.014381822797664381,1
22,Wheel-to-wheel,assigned,2023_Qatar_GP,9,0.014381822797664381,1
22,Wheel-to-wheel,assigned,2023_Singapore_GP,9,0.020768094134233465,1
22,Wheel-to-wheel,assigned,2024_Bahrain_GP,9,0.020768094134233465,1
22,Wheel-to-wheel,assigned,2024_Italy_GP,9,0.014381822797664381,1
22,Wheel-to-wheel,assigned,2024_LasVegas_GP,9,0.020768094134233465,1
22,Wheel-to-wheel,assigned,2024_Qatar_GP,9,0.014381822797664381,1
22,Wheel-to-wheel,assigned,2024_SaoPaulo_GP,9,0.014381822797664381,1
22,Wheel-to-wheel,assigned,2025_Belgium_GP,9,0.020768094134233465,1
22,Wheel-to-wheel,assigned,2025_Japan_GP,9,0.020768094134233465,1
23,Circuit action,all,2023_Australia_GP,9,-0.001706586826347306,-1
23,Circuit action,all,2023_Qatar_GP,9,-0.0008249261468145606,-1
23,Circuit action,all,2023_Singapore_GP,9,-0.0008249261468145606,-1
23,Circuit action,all,2024_Bahrain_GP,9,-0.0008249261468145606,-1
23,Circuit action,all,2024_Italy_GP,9,-0.001706586826347306,-1
23,Circuit action,all,2024_LasVegas_GP,9,-0.0008249261468145606,-1
23,Circuit action,all,2024_Qatar_GP,9,-0.001706586826347306,-1
23,Circuit action,all,2024_SaoPaulo_GP,9,-0.001706586826347306,-1
23,Circuit action,all,2025_Belgium_GP,9,-0.0008249261468145606,-1
23,Circuit action,all,2025_Japan_GP,9,-0.001706586826347306,-1
23,Circuit action,assigned,2023_Australia_GP,9,-0.009990159585846918,-1
23,Circuit action,assigned,2023_Qatar_GP,9,-0.008444757213230118,-1
23,Circuit action,assigned,2023_Singapore_GP,9,-0.008444757213230118,-1
23,Circuit action,assigned,2024_Bahrain_GP,9,-0.008444757213230118,-1
23,Circuit action,assigned,2024_Italy_GP,9,-0.009990159585846918,-1
23,Circuit action,assigned,2024_LasVegas_GP,9,-0.008444757213230118,-1
23,Circuit action,assigned,2024_Qatar_GP,9,-0.009990159585846918,-1
23,Circuit action,assigned,2024_SaoPaulo_GP,9,-0.009990159585846918,-1
23,Circuit action,assigned,2025_Belgium_GP,9,-0.008444757213230118,-1
23,Circuit action,assigned,2025_Japan_GP,9,-0.009990159585846918,-1
24,Inter-car distance,all,2023_Australia_GP,9,-0.007186544342507647,-1
24,Inter-car distance,all,2023_Qatar_GP,9,-0.00048327449991595293,-1
24,Inter-car distance,all,2023_Singapore_GP,9,-0.00048327449991595293,-1
24,Inter-car distance,all,2024_Bahrain_GP,9,-0.007186544342507647,-1
24,Inter-car distance,all,2024_Italy_GP,9,-0.00048327449991595293,-1
24,Inter-car distance,all,2024_LasVegas_GP,9,-0.007186544342507647,-1
24,Inter-car distance,all,2024_Qatar_GP,9,-0.007186544342507647,-1
24,Inter-car distance,all,2024_SaoPaulo_GP,9,-0.00048327449991595293,-1
24,Inter-car distance,all,2025_Belgium_GP,9,-0.007186544342507647,-1
24,Inter-car distance,all,2025_Japan_GP,9,-0.00048327449991595293,-1
24,Inter-car distance,assigned,2023_Australia_GP,9,-0.010899182561307902,-1
24,Inter-car distance,assigned,2023_Qatar_GP,9,-0.005583126550868487,-1
24,Inter-car distance,assigned,2023_Singapore_GP,9,-0.005583126550868487,-1
24,Inter-car distance,assigned,2024_Bahrain_GP,9,-0.010899182561307902,-1
24,Inter-car distance,assigned,2024_Italy_GP,9,-0.005583126550868487,-1
24,Inter-car distance,assigned,2024_LasVegas_GP,9,-0.010899182561307902,-1
24,Inter-car distance,assigned,2024_Qatar_GP,9,-0.010899182561307902,-1
24,Inter-car distance,assigned,2024_SaoPaulo_GP,9,-0.005583126550868487,-1
24,Inter-car distance,assigned,2025_Belgium_GP,9,-0.010899182561307902,-1
24,Inter-car distance,assigned,2025_Japan_GP,9,-0.005583126550868487,-1
25,Driver & team references,all,2023_Australia_GP,9,0.003323353293413177,1
25,Driver & team references,all,2023_Qatar_GP,9,0.011655638268541497,1
25,Driver & team references,all,2023_Singapore_GP,9,0.003323353293413177,1
25,Driver & team references,all,2024_Bahrain_GP,9,0.003323353293413177,1
25,Driver & team references,all,2024_Italy_GP,9,0.003323353293413177,1
25,Driver & team references,all,2024_LasVegas_GP,9,0.011655638268541497,1
25,Driver & team references,all,2024_Qatar_GP,9,0.011655638268541497,1
25,Driver & team references,all,2024_SaoPaulo_GP,9,0.011655638268541497,1
25,Driver & team references,all,2025_Belgium_GP,9,0.003323353293413177,1
25,Driver & team references,all,2025_Japan_GP,9,0.011655638268541497,1
25,Driver & team references,assigned,2023_Australia_GP,9,-0.01044193306285826,-1
25,Driver & team references,assigned,2023_Qatar_GP,9,0.0006203473945409418,1
25,Driver & team references,assigned,2023_Singapore_GP,9,-0.01044193306285826,-1
25,Driver & team references,assigned,2024_Bahrain_GP,9,-0.01044193306285826,-1
25,Driver & team references,assigned,2024_Italy_GP,9,-0.01044193306285826,-1
25,Driver & team references,assigned,2024_LasVegas_GP,9,0.0006203473945409418,1
25,Driver & team references,assigned,2024_Qatar_GP,9,0.0006203473945409418,1
25,Driver & team references,assigned,2024_SaoPaulo_GP,9,0.0006203473945409418,1
25,Driver & team references,assigned,2025_Belgium_GP,9,-0.01044193306285826,-1
25,Driver & team references,assigned,2025_Japan_GP,9,0.0006203473945409418,1
26,Defending & attacking,all,2023_Australia_GP,9,0.003518816723325581,1
26,Defending & attacking,all,2023_Qatar_GP,9,0.003518816723325581,1
26,Defending & attacking,all,2023_Singapore_GP,9,0.020226377952755906,1
26,Defending & attacking,all,2024_Bahrain_GP,9,0.003518816723325581,1
26,Defending & attacking,all,2024_Italy_GP,9,0.020226377952755906,1
26,Defending & attacking,all,2024_LasVegas_GP,9,0.003518816723325581,1
26,Defending & attacking,all,2024_Qatar_GP,9,0.020226377952755906,1
26,Defending & attacking,all,2024_SaoPaulo_GP,9,0.003518816723325581,1
26,Defending & attacking,all,2025_Belgium_GP,9,0.020226377952755906,1
26,Defending & attacking,all,2025_Japan_GP,9,0.020226377952755906,1
26,Defending & attacking,assigned,2023_Australia_GP,9,0.0003931297192511559,1
26,Defending & attacking,assigned,2023_Qatar_GP,9,0.0003931297192511559,1
26,Defending & attacking,assigned,2023_Singapore_GP,9,0.019704433497536946,1
26,Defending & attacking,assigned,2024_Bahrain_GP,9,0.0003931297192511559,1
26,Defending & attacking,assigned,2024_Italy_GP,9,0.019704433497536946,1
26,Defending & attacking,assigned,2024_LasVegas_GP,9,0.0003931297192511559,1
26,Defending & attacking,assigned,2024_Qatar_GP,9,0.019704433497536946,1
26,Defending & attacking,assigned,2024_SaoPaulo_GP,9,0.0003931297192511559,1
26,Defending & attacking,assigned,2025_Belgium_GP,9,0.019704433497536946,1
26,Defending & attacking,assigned,2025_Japan_GP,9,0.019704433497536946,1
27,Overtake battles,all,2023_Australia_GP,9,0.04026111869249123,1
27,Overtake battles,all,2023_Qatar_GP,9,0.04479166666666666,1
27,Overtake battles,all,2023_Singapore_GP,9,0.04479166666666666,1
27,Overtake battles,all,2024_Bahrain_GP,9,0.04026111869249123,1
27,Overtake battles,all,2024_Italy_GP,9,0.04479166666666666,1
27,Overtake battles,all,2024_LasVegas_GP,9,0.04026111869249123,1
27,Overtake battles,all,2024_Qatar_GP,9,0.04479166666666666,1
27,Overtake battles,all,2024_SaoPaulo_GP,9,0.04026111869249123,1
27,Overtake battles,all,2025_Belgium_GP,9,0.04026111869249123,1
27,Overtake battles,all,2025_Japan_GP,9,0.04479166666666666,1
27,Overtake battles,assigned,2023_Australia_GP,9,0.017377803335250158,1
27,Overtake battles,assigned,2023_Qatar_GP,9,0.017377803335250158,1
27,Overtake battles,assigned,2023_Singapore_GP,9,0.017377803335250158,1
27,Overtake battles,assigned,2024_Bahrain_GP,9,0.01222457902255314,1
27,Overtake battles,assigned,2024_Italy_GP,9,0.017377803335250158,1
27,Overtake battles,assigned,2024_LasVegas_GP,9,0.01222457902255314,1
27,Overtake battles,assigned,2024_Qatar_GP,9,0.017377803335250158,1
27,Overtake battles,assigned,2024_SaoPaulo_GP,9,0.01222457902255314,1
27,Overtake battles,assigned,2025_Belgium_GP,9,0.01222457902255314,1
27,Overtake battles,assigned,2025_Japan_GP,9,0.01222457902255314,1
28,Corner battles,all,2023_Australia_GP,9,0.010859580052493437,1
28,Corner battles,all,2023_Qatar_GP,9,0.011063398341981273,1
28,Corner battles,all,2023_Singapore_GP,9,0.010859580052493437,1
28,Corner battles,all,2024_Bahrain_GP,9,0.011063398341981273,1
28,Corner battles,all,2024_Italy_GP,9,0.010859580052493437,1
28,Corner battles,all,2024_LasVegas_GP,9,0.010859580052493437,1
28,Corner battles,all,2024_Qatar_GP,9,0.010859580052493437,1
28,Corner battles,all,2024_SaoPaulo_GP,9,0.011063398341981273,1
28,Corner battles,all,2025_Belgium_GP,9,0.011063398341981273,1
28,Corner battles,all,2025_Japan_GP,9,0.011063398341981273,1
28,Corner battles,assigned,2023_Australia_GP,9,0.00961764015951208,1
28,Corner battles,assigned,2023_Qatar_GP,9,0.010355253212396068,1
28,Corner battles,assigned,2023_Singapore_GP,9,0.00961764015951208,1
28,Corner battles,assigned,2024_Bahrain_GP,9,0.010355253212396068,1
28,Corner battles,assigned,2024_Italy_GP,9,0.00961764015951208,1
28,Corner battles,assigned,2024_LasVegas_GP,9,0.00961764015951208,1
28,Corner battles,assigned,2024_Qatar_GP,9,0.00961764015951208,1
28,Corner battles,assigned,2024_SaoPaulo_GP,9,0.010355253212396068,1
28,Corner battles,assigned,2025_Belgium_GP,9,0.010355253212396068,1
28,Corner battles,assigned,2025_Japan_GP,9,0.010355253212396068,1
29,Corner specific moves,all,2023_Australia_GP,9,-0.005518087063151441,-1
29,Corner specific moves,all,2023_Qatar_GP,9,-0.005518087063151441,-1
29,Corner specific moves,all,2023_Singapore_GP,9,-0.00205761316872428,-1
29,Corner specific moves,all,2024_Bahrain_GP,9,-0.005518087063151441,-1
29,Corner specific moves,all,2024_Italy_GP,9,-0.005518087063151441,-1
29,Corner specific moves,all,2024_LasVegas_GP,9,-0.00205761316872428,-1
29,Corner specific moves,all,2024_Qatar_GP,9,-0.00205761316872428,-1
29,Corner specific moves,all,2024_SaoPaulo_GP,9,-0.005518087063151441,-1
29,Corner specific moves,all,2025_Belgium_GP,9,-0.00205761316872428,-1
29,Corner specific moves,all,2025_Japan_GP,9,-0.00205761316872428,-1
29,Corner specific moves,assigned,2023_Australia_GP,9,-0.007346938775510204,-1
29,Corner specific moves,assigned,2023_Qatar_GP,9,-0.007346938775510204,-1
29,Corner specific moves,assigned,2023_Singapore_GP,9,-0.0027247956403269754,-1
29,Corner specific moves,assigned,2024_Bahrain_GP,9,-0.007346938775510204,-1
29,Corner specific moves,assigned,2024_Italy_GP,9,-0.007346938775510204,-1
29,Corner specific moves,assigned,2024_LasVegas_GP,9,-0.0027247956403269754,-1
29,Corner specific moves,assigned,2024_Qatar_GP,9,-0.0027247956403269754,-1
29,Corner specific moves,assigned,2024_SaoPaulo_GP,9,-0.007346938775510204,-1
29,Corner specific moves,assigned,2025_Belgium_GP,9,-0.0027247956403269754,-1
29,Corner specific moves,assigned,2025_Japan_GP,9,-0.0027247956403269754,-1
30,Lap pace & timing,all,2023_Australia_GP,9,-0.003104375653395261,-1
30,Lap pace & timing,all,2023_Qatar_GP,9,-0.01231299378046731,-1
30,Lap pace & timing,all,2023_Singapore_GP,9,-0.003104375653395261,-1
30,Lap pace & timing,all,2024_Bahrain_GP,9,-0.003104375653395261,-1
30,Lap pace & timing,all,2024_Italy_GP,9,-0.01231299378046731,-1
30,Lap pace & timing,all,2024_LasVegas_GP,9,-0.003104375653395261,-1
30,Lap pace & timing,all,2024_Qatar_GP,9,-0.003104375653395261,-1
30,Lap pace & timing,all,2024_SaoPaulo_GP,9,-0.01231299378046731,-1
30,Lap pace & timing,all,2025_Belgium_GP,9,-0.01231299378046731,-1
30,Lap pace & timing,all,2025_Japan_GP,9,-0.01231299378046731,-1
30,Lap pace & timing,assigned,2023_Australia_GP,9,-0.009568717653824034,-1
30,Lap pace & timing,assigned,2023_Qatar_GP,9,-0.02522213759837522,-1
30,Lap pace & timing,assigned,2023_Singapore_GP,9,-0.009568717653824034,-1
30,Lap pace & timing,assigned,2024_Bahrain_GP,9,-0.009568717653824034,-1
30,Lap pace & timing,assigned,2024_Italy_GP,9,-0.02522213759837522,-1
30,Lap pace & timing,assigned,2024_LasVegas_GP,9,-0.009568717653824034,-1
30,Lap pace & timing,assigned,2024_Qatar_GP,9,-0.009568717653824034,-1
30,Lap pace & timing,assigned,2024_SaoPaulo_GP,9,-0.02522213759837522,-1
30,Lap pace & timing,assigned,2025_Belgium_GP,9,-0.02522213759837522,-1
30,Lap pace & timing,assigned,2025_Japan_GP,9,-0.02522213759837522,-1
31,Race leader changes,all,2023_Australia_GP,9,-0.002976689251199059,-1
31,Race leader changes,all,2023_Qatar_GP,9,-0.002976689251199059,-1
31,Race leader changes,all,2023_Singapore_GP,9,-0.012844488188976377,-1
31,Race leader changes,all,2024_Bahrain_GP,9,-0.012844488188976377,-1
31,Race leader changes,all,2024_Italy_GP,9,-0.012844488188976377,-1
31,Race leader changes,all,2024_LasVegas_GP,9,-0.002976689251199059,-1
31,Race leader changes,all,2024_Qatar_GP,9,-0.012844488188976377,-1
31,Race leader changes,all,2024_SaoPaulo_GP,9,-0.002976689251199059,-1
31,Race leader changes,all,2025_Belgium_GP,9,-0.002976689251199059,-1
31,Race leader changes,all,2025_Japan_GP,9,-0.012844488188976377,-1
31,Race leader changes,assigned,2023_Australia_GP,9,-0.014882116158711906,-1
31,Race leader changes,assigned,2023_Qatar_GP,9,-0.014882116158711906,-1
31,Race leader changes,assigned,2023_Singapore_GP,9,-0.02463054187192118,-1
31,Race leader changes,assigned,2024_Bahrain_GP,9,-0.02463054187192118,-1
31,Race leader changes,assigned,2024_Italy_GP,9,-0.02463054187192118,-1
31,Race leader changes,assigned,2024_LasVegas_GP,9,-0.014882116158711906,-1
31,Race leader changes,assigned,2024_Qatar_GP,9,-0.02463054187192118,-1
31,Race leader changes,assigned,2024_SaoPaulo_GP,9,-0.014882116158711906,-1
31,Race leader changes,assigned,2025_Belgium_GP,9,-0.014882116158711906,-1
31,Race leader changes,assigned,2025_Japan_GP,9,-0.02463054187192118,-1
32,Front position changes,all,2023_Australia_GP,9,0.009781117671616865,1
32,Front position changes,all,2023_Qatar_GP,9,0.009781117671616865,1
32,Front position changes,all,2023_Singapore_GP,9,0.009781117671616865,1
32,Front position changes,all,2024_Bahrain_GP,9,0.009781117671616865,1
32,Front position changes,all,2024_Italy_GP,9,0.01238013453556605,1
32,Front position changes,all,2024_LasVegas_GP,9,0.009781117671616865,1
32,Front position changes,all,2024_Qatar_GP,9,0.01238013453556605,1
32,Front position changes,all,2024_SaoPaulo_GP,9,0.01238013453556605,1
32,Front position changes,all,2025_Belgium_GP,9,0.01238013453556605,1
32,Front position changes,all,2025_Japan_GP,9,0.01238013453556605,1
32,Front position changes,assigned,2023_Australia_GP,9,0.004419320292271611,1
32,Front position changes,assigned,2023_Qatar_GP,9,0.004419320292271611,1
32,Front position changes,assigned,2023_Singapore_GP,9,0.004419320292271611,1
32,Front position changes,assigned,2024_Bahrain_GP,9,0.004419320292271611,1
32,Front position changes,assigned,2024_Italy_GP,9,0.007133890307778886,1
32,Front position changes,assigned,2024_LasVegas_GP,9,0.004419320292271611,1
32,Front position changes,assigned,2024_Qatar_GP,9,0.007133890307778886,1
32,Front position changes,assigned,2024_SaoPaulo_GP,9,0.007133890307778886,1
32,Front position changes,assigned,2025_Belgium_GP,9,0.007133890307778886,1
32,Front position changes,assigned,2025_Japan_GP,9,0.007133890307778886,1
33,Field position changes,all,2023_Australia_GP,9,0.009887715770068708,1
33,Field position changes,all,2023_Qatar_GP,9,0.0010476978218913711,1
33,Field position changes,all,2023_Singapore_GP,9,0.009887715770068708,1
33,Field position changes,all,2024_Bahrain_GP,9,0.009887715770068708,1
33,Field position changes,all,2024_Italy_GP,9,0.009887715770068708,1
33,Field position changes,all,2024_LasVegas_GP,9,0.0010476978218913711,1
33,Field position changes,all,2024_Qatar_GP,9,0.0010476978218913711,1
33,Field position changes,all,2024_SaoPaulo_GP,9,0.0010476978218913711,1
33,Field position changes,all,2025_Belgium_GP,9,0.009887715770068708,1
33,Field position changes,all,2025_Japan_GP,9,0.0010476978218913711,1
33,Field position changes,assigned,2023_Australia_GP,9,0.004795859689476711,1
33,Field position changes,assigned,2023_Qatar_GP,9,-0.003722084367245658,-1
33,Field position changes,assigned,2023_Singapore_GP,9,0.004795859689476711,1
33,Field position changes,assigned,2024_Bahrain_GP,9,0.004795859689476711,1
33,Field position changes,assigned,2024_Italy_GP,9,0.004795859689476711,1
33,Field position changes,assigned,2024_LasVegas_GP,9,-0.003722084367245658,-1
33,Field position changes,assigned,2024_Qatar_GP,9,-0.003722084367245658,-1
33,Field position changes,assigned,2024_SaoPaulo_GP,9,-0.003722084367245658,-1
33,Field position changes,assigned,2025_Belgium_GP,9,0.004795859689476711,1
33,Field position changes,assigned,2025_Japan_GP,9,-0.003722084367245658,-1
