cluster_id,term,is_bigram,is_whitelist,observed_count,null_mean,null_std,z_score,log2_fc,p_value,q_value_fdr
0,200,False,False,6,0.536,,5.010184163374766,3.4846575949254706,9.768229095637313e-06,0.0022435504644553
0,200 mph,True,False,6,0.456,,5.47670720812495,3.7178567712185013,3.3365127737519804e-06,0.0008749255532224
0,advantage,False,False,8,1.662,,3.64425754994914,2.2670796178917425,0.0002268519151462,0.0354796395288711
0,bit drs,True,False,6,0.161,,9.461636956014658,5.219829907268626,3.4543237930497966e-10,1.6265779305939436e-07
0,chance,False,False,11,2.815,,3.9670605456795216,1.9662966963317925,0.0001078796315048,0.0190750934974095
0,defensive,False,False,8,1.046,,5.1546389888221436,2.9351171484151455,7.004239877890408e-06,0.0016461342007115
0,drs,False,False,202,6.273,,300.0,5.009055920103147,0.0,0.0
0,drs enabled,True,False,7,0.188,,11.045934079288228,5.218550355042054,8.996341248748979e-12,5.276354142391276e-09
0,drs getting,True,False,3,0.08,,4.721422807225412,5.22881869049588,1.899228386524465e-05,0.003898641070438
0,drs goes,True,False,3,0.08,,4.721422807225412,5.22881869049588,1.899228386524465e-05,0.003898641070438
0,drs going,True,False,6,0.161,,9.461636956014658,5.219829907268626,3.4543237930497966e-10,1.6265779305939436e-07
0,drs got,True,False,12,0.349,,17.895918989243444,5.103663559173591,1.2708111327886914e-18,1.284262179855747e-15
0,drs ll,True,False,3,0.08,,4.721422807225412,5.22881869049588,1.899228386524465e-05,0.003898641070438
0,drs main,True,False,3,0.08,,4.721422807225412,5.22881869049588,1.899228386524465e-05,0.003898641070438
0,drs open,True,False,6,0.214,,8.034084703247249,4.809279798982097,9.245178416896904e-09,3.7603546739883822e-06
0,drs range,True,False,3,0.08,,4.721422807225412,5.22881869049588,1.899228386524465e-05,0.003898641070438
0,drs right,True,False,3,0.08,,4.721422807225412,5.22881869049588,1.899228386524465e-05,0.003898641070438
0,drs time,True,False,5,0.134,,7.879459918326249,5.221623189091677,1.3198971213243274e-08,5.238755414232775e-06
0,drs turn,True,False,3,0.08,,4.721422807225412,5.22881869049588,1.899228386524465e-05,0.003898641070438
0,drs wide,True,False,3,0.107,,4.128056742662743,4.809279798982097,7.446346774481713e-05,0.0137397648011841
0,drs zone,True,False,15,0.429,,22.604109311202084,5.12784104277106,2.488230955846384e-23,3.1432099043776404e-20
0,enabled,False,False,7,0.214,,10.152805840247893,5.031672220318544,7.033867122418475e-11,3.696325308299399e-08
0,extra,False,False,10,0.751,,8.877086416605076,3.7350432820351775,1.3271303569509154e-09,5.930376795060663e-07
0,extra pace,True,False,4,0.161,,5.141762605442052,4.63486740654747,7.215017595482552e-06,0.0016926431279002
0,going drs,True,False,7,0.214,,10.152805840247893,5.031672220318544,7.033867122418475e-11,3.696325308299399e-08
0,got,False,False,57,17.908,,15.243161694750995,1.6703576959232844,5.712659056796573e-16,5.036955008360446e-13
0,got drs,True,False,34,0.992,,50.80457723836411,5.099050815525551,1.568276958103895e-51,4.292374034330361e-48
0,help,False,False,5,0.295,,5.272199847200471,4.083141235300246,5.343184280786606e-06,0.0013071995867274
0,helping,False,False,5,0.241,,5.817364610845676,4.374823043319488,1.5227737760774211e-06,0.0004283852839527
0,line drs,True,False,3,0.08,,4.721422807225412,5.22881869049588,1.899228386524465e-05,0.003898641070438
0,ll,False,False,16,4.611,,4.8679499806460225,1.7949203342501596,1.3553455036795396e-05,0.0029431383618413
0,ll drs,True,False,5,0.134,,7.879459918326249,5.221623189091677,1.3198971213243274e-08,5.238755414232775e-06
0,main,False,False,7,1.126,,3.9619533372568285,2.636148094639462,0.0001091557612487,0.0192231196914445
0,main straight,True,False,7,0.885,,4.673432232230781,2.9836055617493313,2.121132350998157e-05,0.0043338395605712
0,mph,False,False,6,0.643,,4.50852182749465,3.222071858055296,3.100831537865289e-05,0.0062005303518811
0,open,False,False,14,1.046,,12.274400387312763,3.7424720704727497,5.316179209659414e-13,3.5816326146062304e-10
0,range,False,False,3,0.134,,3.7387997362377257,4.484657594925471,0.0001824736938989,0.0299284194877207
0,rear wing,True,False,6,0.429,,5.655995641964788,3.8059129478836975,2.208026889898749e-06,0.0006043369597652
0,right drs,True,False,3,0.08,,4.721422807225412,5.22881869049588,1.899228386524465e-05,0.003898641070438
