cluster,term,in_cluster,corpus_docfreq,cluster_size,expected,p,is_bigram,q
8,tire,5,6,272,0.274,1.0974132335905807e-06,0,0.0001929056279046
8,come pit,4,4,272,0.182,4.227336986245657e-06,1,0.0006544045818605
8,fresh,4,4,272,0.182,4.227336986245657e-06,0,0.0006544045818605
8,fresh tires,4,4,272,0.182,4.227336986245657e-06,1,0.0006544045818605
8,inside tires,4,4,272,0.182,4.227336986245657e-06,1,0.0006544045818605
8,make pit,4,4,272,0.182,4.227336986245657e-06,1,0.0006544045818605
8,outside tires,4,4,272,0.182,4.227336986245657e-06,1,0.0006544045818605
8,tires going,4,4,272,0.182,4.227336986245657e-06,1,0.0006544045818605
8,cycle,7,20,272,0.912,1.7599333660442407e-05,0,0.0024233208004237
8,come fuel,4,5,272,0.228,2.037671423707176e-05,1,0.0027517309590964
8,set tires,4,5,272,0.228,2.037671423707176e-05,1,0.0027517309590964
8,tanks,4,5,272,0.228,2.037671423707176e-05,0,0.0027517309590964
8,came pits,4,6,272,0.274,5.893531624403411e-05,1,0.0072155631347024
8,going pits,4,6,272,0.274,5.893531624403411e-05,1,0.0072155631347024
8,lane,7,24,272,1.094,6.712634924044855e-05,0,0.0081707179065791
8,think,11,61,272,2.781,7.884134759101704e-05,0,0.0094865889175959
8,decide pit,3,3,272,0.137,9.372430403705984e-05,1,0.0109021634991722
8,fuel mileage,3,3,272,0.137,9.372430403705984e-05,1,0.0109021634991722
8,getting tires,3,3,272,0.137,9.372430403705984e-05,1,0.0109021634991722
8,guys coming,3,3,272,0.137,9.372430403705984e-05,1,0.0109021634991722
8,jump pit,3,3,272,0.137,9.372430403705984e-05,1,0.0109021634991722
8,jumping pit,3,3,272,0.137,9.372430403705984e-05,1,0.0109021634991722
8,mileage,3,3,272,0.137,9.372430403705984e-05,0,0.0109021634991722
8,old tires,3,3,272,0.137,9.372430403705984e-05,1,0.0109021634991722
8,pits moment,3,3,272,0.137,9.372430403705984e-05,1,0.0109021634991722
8,saving tires,3,3,272,0.137,9.372430403705984e-05,1,0.0109021634991722
8,splash,3,3,272,0.137,9.372430403705984e-05,0,0.0109021634991722
8,sunoco,3,3,272,0.137,9.372430403705984e-05,0,0.0109021634991722
8,sunoco fuel,3,3,272,0.137,9.372430403705984e-05,1,0.0109021634991722
8,taking outside,3,3,272,0.137,9.372430403705984e-05,1,0.0109021634991722
8,taking tires,3,3,272,0.137,9.372430403705984e-05,1,0.0109021634991722
8,tank sunoco,3,3,272,0.137,9.372430403705984e-05,1,0.0109021634991722
8,just coming,4,8,272,0.365,0.0002556774693236,1,0.0265507972682177
8,old,4,8,272,0.365,0.0002556774693236,0,0.0265507972682177
8,decide,3,4,272,0.182,0.0003622152051895,0,0.0360667766812901
8,thought going,3,4,272,0.182,0.0003622152051895,1,0.0360667766812901
8,set,4,9,272,0.41,0.0004437672501754,0,0.043498867684644
9,car,111,252,205,8.658,3.3759237556686287e-106,0,3.5407813657371137e-102
9,truck,49,73,205,2.508,2.7222583434744815e-56,0,8.157700835945196e-53
9,trucks,14,26,205,0.893,1.3798994682055372e-14,0,8.51343858178181e-12
9,driving,18,73,205,2.508,2.1985709927992142e-11,0,8.235480510527056e-09
9,ram,8,10,205,0.344,7.199044304863582e-11,0,2.4892080115662932e-08
9,number,22,138,205,4.741,1.1111425700739082e-09,0,3.178372815215957e-07
9,80 car,6,6,205,0.206,1.5311344857757646e-09,1,4.301530945976289e-07
9,good looking,6,6,205,0.206,1.5311344857757646e-09,1,4.301530945976289e-07
9,ram truck,6,6,205,0.206,1.5311344857757646e-09,1,4.301530945976289e-07
9,20 car,7,9,205,0.309,1.734726298709881e-09,1,4.830368406097913e-07
9,american,5,5,205,0.172,4.5643119020975555e-08,0,1.0295059068064486e-05
9,dodge,5,5,205,0.172,4.5643119020975555e-08,0,1.0295059068064486e-05
9,number car,5,5,205,0.172,4.5643119020975555e-08,1,1.0295059068064486e-05
9,12 car,4,4,205,0.137,1.3540791976222748e-06,1,0.0002321858417067
9,25 car,4,4,205,0.137,1.3540791976222748e-06,1,0.0002321858417067
9,got fast,4,4,205,0.137,1.3540791976222748e-06,1,0.0002321858417067
9,number 80,5,8,205,0.275,2.347730188115704e-06,1,0.0003950338522409
9,20,11,58,205,1.993,3.3200124725352985e-06,0,0.0005384752188057
9,looking,20,184,205,6.321,4.045754541498017e-06,0,0.0006396968173278
9,250,4,5,205,0.172,6.587823512027468e-06,0,0.0009870755562187
9,fast truck,4,5,205,0.172,6.587823512027468e-06,1,0.0009870755562187
9,truck right,4,5,205,0.172,6.587823512027468e-06,1,0.0009870755562187
9,truck tonight,4,5,205,0.172,6.587823512027468e-06,1,0.0009870755562187
9,80,9,42,205,1.443,9.310454216466306e-06,0,0.0013225889025783
9,fast,6,19,205,0.653,2.851453949936501e-05,0,0.0037936997266279
9,250 truck,3,3,205,0.103,3.997885314167942e-05,1,0.0050241667528663
9,american 250,3,3,205,0.103,3.997885314167942e-05,1,0.0050241667528663
9,car tonight,3,3,205,0.103,3.997885314167942e-05,1,0.0050241667528663
9,dodge ram,3,3,205,0.103,3.997885314167942e-05,1,0.0050241667528663
9,end car,3,3,205,0.103,3.997885314167942e-05,1,0.0050241667528663
9,lot trucks,3,3,205,0.103,3.997885314167942e-05,1,0.0050241667528663
9,seven car,3,3,205,0.103,3.997885314167942e-05,1,0.0050241667528663
9,76,5,15,205,0.515,0.000103320038227,0,0.0119740884081494
9,54 car,3,4,205,0.137,0.0001558531749738,1,0.0169100694846628
9,looking car,3,4,205,0.137,0.0001558531749738,1,0.0169100694846628
9,car trying,3,5,205,0.172,0.0003797512021665,1,0.0374572776682496
9,looking number,3,5,205,0.172,0.0003797512021665,1,0.0374572776682496
9,cars,8,55,205,1.89,0.0005132896382381,0,0.0493149876859948
10,seconds,24,41,42,0.289,7.987964240821305e-45,0,1.86178736916624e-41
10,seconds leader,16,20,42,0.141,6.559009872508963e-33,1,1.1155634899378084e-29
10,leader,19,110,42,0.774,7.025534798449877e-23,0,7.894944729758048e-20
10,10 second,7,10,42,0.07,5.98619781169861e-14,1,3.304486213071873e-11
10,second,12,159,42,1.119,4.688455930420353e-10,0,1.4339593855582448e-07
10,10,8,56,42,0.394,3.309281534863752e-09,0,8.899704572178458e-07
10,half,5,12,42,0.084,1.0324087766627005e-08,0,2.598694237006452e-06
10,15 seconds,3,3,42,0.021,3.243720336038899e-07,1,6.52163964047693e-05
10,12 seconds,3,4,42,0.028,1.2911246991486824e-06,1,0.0002253917736586
10,leader right,3,4,42,0.028,1.2911246991486824e-06,1,0.0002253917736586
10,14 seconds,3,5,42,0.035,3.211984263357085e-06,1,0.0005236532893602
10,got 10,2,3,42,0.021,0.0001444671944663,1,0.016292689153703
10,half second,2,3,42,0.021,0.0001444671944663,1,0.016292689153703
10,weitline,2,3,42,0.021,0.0001444671944663,0,0.016292689153703
10,uh seconds,2,4,42,0.028,0.0002876432642335,1,0.0295774356506783
10,15,3,20,42,0.141,0.0003401787718569,0,0.0342519201807313
11,steve,7,7,53,0.062,2.8946182537219534e-15,0,1.9174560705970795e-12
11,brent,7,11,53,0.098,9.296788180372917e-13,0,4.2665143883646286e-10
11,braden,6,9,53,0.08,3.021737610937688e-11,0,1.1120347827854313e-08
11,seagars,5,5,53,0.044,4.559983746676543e-11,0,1.6121335796536787e-08
11,seegers,5,5,53,0.044,4.559983746676543e-11,0,1.6121335796536787e-08
11,segers,6,10,53,0.089,7.503289441518471e-11,0,2.5802295330861058e-08
11,seager,5,6,53,0.053,2.717634057143759e-10,0,8.637409657376604e-08
11,tyler,6,13,53,0.115,6.007785809728936e-10,0,1.8089471818480482e-07
11,steven segers,4,4,53,0.036,5.549221037026985e-09,1,1.4550519994171177e-06
11,steven,8,52,53,0.462,1.2495379420751141e-08,0,3.047807081193292e-06
11,cook,5,11,53,0.098,2.0233268880627544e-08,0,4.823028828249589e-06
11,25,7,51,53,0.453,2.4866294316377693e-07,0,5.0971853463506455e-05
11,braden cook,3,3,53,0.027,6.619110852965788e-07,1,0.0001247127682566
11,brent seagars,3,3,53,0.027,6.619110852965788e-07,1,0.0001247127682566
